AREA_CD,AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MAX,PPLTN_TIME,ROAD_TRAFFIC_IDX,ROAD_MSG,SUB_STN_NM,TEMP,PRECPT_TYPE,PCP_MSG,PM25,PM10,AREA_CONGEST_INT,ROAD_TRAFFIC_INT,SUB_STN_INT,SEARCH_FOR_NM,LAT,LNG
POI079,창동 신경제 중심지,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"노원, 창동",25,없음,비 또는 눈 소식이 없어요.,5,10,2,2,2.0,창동 신경제 중심지,,
POI080,청담동 명품거리,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,압구정로데오,25,없음,비 또는 눈 소식이 없어요.,11,16,1,2,1.0,청담동 명품거리,37.5233931,127.0479736
POI081,청량리 제기동 일대 전통시장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"제기동, 청량리",25,없음,비 또는 눈 소식이 없어요.,10,17,1,2,2.0,청량리 제기동 일대 전통시장,37.5837593,127.0372351
POI082,해방촌·경리단길,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,,해방촌·경리단길,,
POI083,DDP(동대문디자인플라자),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,동대문역사문화공원,25,없음,비 또는 눈 소식이 없어요.,12,15,1,2,1.0,(동대문디자인플라자),37.5665256,127.0092236
POI084,DMC(디지털미디어시티),여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,"수색, 디지털미디어시티",25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,2.0,(디지털미디어시티),37.5777446,126.8921565
POI085,강서한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,100,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,14,22,1,1,,강서한강공원,37.5880848,126.8152348
POI086,고척돔,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,600,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,구일,26,없음,비 또는 눈 소식이 없어요.,6,14,1,1,1.0,고척돔,37.498182,126.8670082
POI087,광나루한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,0,0,1,1,,광나루한강공원,37.5487859,127.1200384
POI088,광화문광장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"경복궁, 광화문",25,없음,비 또는 눈 소식이 없어요.,12,15,1,2,2.0,광화문광장,37.572389,126.9769117
POI089,국립중앙박물관·용산가족공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,"서빙고, 이촌",25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,2.0,국립중앙박물관·용산가족공원,37.5238506,126.9804702
POI090,난지한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,14,22,1,1,,난지한강공원,37.5660148,126.8765181
POI091,남산공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,"한강진, 명동, 충무로, 동대입구",25,없음,비 또는 눈 소식이 없어요.,9,12,1,1,4.0,남산공원,37.5509895,126.9908991
POI092,노들섬,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,,노들섬,37.5177627,126.9596671
POI093,뚝섬한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,뚝섬유원지,25,없음,비 또는 눈 소식이 없어요.,9,24,1,1,1.0,뚝섬한강공원,37.52935069999999,127.0699562
POI094,망원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,합정,25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,1.0,망원한강공원,37.5553605,126.8949135
POI095,반포한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,3,8,1,1,,반포한강공원,37.5106226,126.9959627
POI096,북서울꿈의숲,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,,26,없음,비 또는 눈 소식이 없어요.,8,16,1,2,,북서울꿈의숲,37.6214313,127.0406246
POI097,불광천,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,22000,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"응암순환(상선), 새절(신사), 증산(명지대앞), 디지털미디어시티",25,없음,비 또는 눈 소식이 없어요.,11,9,3,2,4.0,불광천,,
POI098,서리풀공원·몽마르뜨공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"방배, 고속터미널",25,없음,비 또는 눈 소식이 없어요.,3,8,1,2,2.0,서리풀공원·몽마르뜨공원,37.49509949999999,127.0035246
POI099,서울광장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,시청,25,없음,비 또는 눈 소식이 없어요.,9,12,1,2,1.0,서울광장,37.5655675,126.978014
POI100,서울대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,대공원,25,없음,비 또는 눈 소식이 없어요.,3,8,1,1,1.0,서울대공원,37.4275247,127.0170252
POI101,서울숲공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,서울숲,25,없음,비 또는 눈 소식이 없어요.,8,13,1,1,1.0,서울숲공원,37.5443878,127.0374424
POI102,아차산,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,9,24,1,1,,아차산,37.5715087,127.1037627
POI103,양화한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,10,15,1,1,,양화한강공원,37.5383005,126.902265
POI104,어린이대공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,2023-09-18 21:00,서행,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,"어린이대공원(세종대), 아차산(어린이대공원후문)",25,없음,비 또는 눈 소식이 없어요.,9,24,1,2,2.0,어린이대공원,37.549363,127.0818126
POI105,여의도한강공원,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,4000,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,여의나루,25,없음,비 또는 눈 소식이 없어요.,9,15,2,1,1.0,여의도한강공원,37.5284304,126.9330781
POI106,월드컵공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,2023-09-18 21:00,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,"월드컵경기장(성산), 디지털미디어시티",25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,2.0,월드컵공원,37.5638735,126.8935007
POI107,응봉산,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,응봉,25,없음,비 또는 눈 소식이 없어요.,8,13,1,1,1.0,응봉산,37.5481769,127.0298261
POI108,이촌한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,9,15,1,1,,이촌한강공원,37.5169202,126.9717022
POI109,잠실종합운동장,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,종합운동장,26,없음,비 또는 눈 소식이 없어요.,7,15,1,1,1.0,잠실종합운동장,37.5153013,127.0728076
POI110,잠실한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,잠실나루,25,없음,비 또는 눈 소식이 없어요.,7,15,1,1,1.0,잠실한강공원,37.5175896,127.0867236
POI111,잠원한강공원,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,11,16,1,1,,잠원한강공원,37.4883869,127.0167954
POI112,청계산,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,2023-09-18 21:05,원활,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,,25,없음,비 또는 눈 소식이 없어요.,3,8,1,1,,청계산,37.4141657,127.0415787
